rank,canonical_id,card_index,option_index,name,subname,cycle,slot,p3_opportunity_weight,p4_choice_weight,p5_popularity,included_in_generated,generated_count
1,90050,,,Jim's Trumpet,The Dead Speak,,Hand,,,,True,1
2,90051,,,Final Rhapsody,,,,,,,True,1
3,90052,,,The Beyond,Bleak Netherworld,,,,,,True,1
