rank,canonical_id,card_index,option_index,name,subname,cycle,slot,p3_opportunity_weight,p4_choice_weight,p5_popularity,included_in_generated,generated_count
1,08008,1,,Trusty Bullwhip,,9,Hand,9.887760991842626,9.887760991842626,1.0,True,1
2,08009,1,,Buried Secrets,,9,,9.887760991842626,9.887760991842626,1.0,True,1
3,04028,1,,"""You handle this one!""",,4,,9.35757704919896,8.127839439869515,0.8685837580749907,True,2
4,01000,1,,Random Basic Weakness,,1,,13.571369983400057,11.59342729117165,0.8542562250791376,False,0
5,07028,1,,Faustian Bargain,,8,,13.003410112583044,9.528556311413453,0.7327736515972014,True,2
6,04028,2,,"""You handle this one!""",,4,,9.35757704919896,6.628519711978358,0.7083585502024566,True,2
7,08125,1,,In the Thick of It,,9,,9.887760991842626,6.477027809680871,0.6550550539221569,True,1
8,01051,1,,Backstab,,1,,13.571369983400057,8.407627293341578,0.6195120539507392,True,2
9,01048,1,,Leo De Luca,The Louisiana Lion,1,Ally,13.571369983400057,8.097076023391812,0.596629230011106,True,1
10,10069,1,,Bank Job,,11,,8.863062417949635,5.163742690058479,0.5826138242692247,True,1
11,60205,1,,Arcane Enlightenment,,7,Arcane,8.262854394282964,4.644320758606473,0.5620722013230512,True,1
12,01090,1,,Perception,,1,,13.571369983400057,7.4298495155638005,0.5474649592967907,True,2
13,10043,1,,Mouse Mask,The Meek Watcher,11,Mask,8.863062417949635,4.541520467836257,0.5124098481624915,True,1
14,06112,1,,Dream Diary,Untranslated,6,Hand,8.914109020231468,4.284630562181582,0.4806571865407055,True,1
15,60210,1,,Forbidden Tome,Untranslated,7,Hand,8.262854394282964,3.6447742733457025,0.44110353389108575,True,2
16,60210,2,,Forbidden Tome,Untranslated,7,Hand,8.262854394282964,3.6447742733457025,0.44110353389108575,True,2
17,60207,1,,Disc of Itzamna,Protective Amulet,7,Accessory,8.262854394282964,3.618533635676492,0.43792779867694887,True,2
18,60207,2,,Disc of Itzamna,Protective Amulet,7,Accessory,8.262854394282964,3.618533635676492,0.43792779867694887,True,2
19,07028,2,,Faustian Bargain,,8,,13.003410112583044,5.617445200302343,0.43199784915393036,True,2
20,01092,1,,Manual Dexterity,,1,,13.571369983400057,5.563182848897135,0.4099205058665258,True,1
21,02229,1,,Quick Thinking,,2,,11.223527794956368,4.528495842781557,0.40348239212421017,True,1
22,01051,2,,Backstab,,1,,13.571369983400057,5.474293960008246,0.4033707699888941,True,2
23,60305,1,,Lockpicks,,7,Hand,8.262854394282964,3.300226757369614,0.39940516919347235,True,1
24,04107,1,,Lucky Cigarette Case,,4,Accessory,9.35757704919896,3.308843537414966,0.3536004587531784,True,1
25,01039,1,,Deduction,,1,,13.571369983400057,4.496516182230468,0.33132367533494567,True,2
26,01039,2,,Deduction,,1,,13.571369983400057,4.496516182230468,0.33132367533494567,True,2
27,01090,2,,Perception,,1,,13.571369983400057,4.496516182230468,0.33132367533494567,True,2
28,04021,1,,Dr. Elli Horowitz,Assistant Curator,4,Ally,9.35757704919896,3.0119749487096423,0.32187551680031073,True,1
29,10084,1,,Cat Mask,The Capricious Meddler,11,Mask,8.863062417949635,2.5777777777777775,0.2908450438707523,False,0
30,02020,1,,Laboratory Assistant,,2,Ally,11.223527794956368,3.2505875077303648,0.28962261840623005,True,1
31,02020,2,,Laboratory Assistant,,2,Ally,11.223527794956368,3.2505875077303648,0.28962261840623005,False,1
32,02188,1,,Lone Wolf,,2,,11.223527794956368,3.2505875077303648,0.28962261840623005,True,1
33,01033,1,,Dr. Milan Christopher,Professor of Entomology,1,Ally,13.571369983400057,3.9111111111111105,0.2881883786157935,False,0
34,01089,1,,Guts,,1,,13.571369983400057,3.9111111111111105,0.2881883786157935,True,1
35,09068,1,,Kicking the Hornet's Nest,,10,,10.36553837696695,2.933333333333333,0.28298899938004507,True,1
36,01046,1,,Pickpocketing,,1,,13.571369983400057,3.807627293341579,0.2805632222833003,True,1
37,60305,2,,Lockpicks,,7,Hand,8.262854394282964,2.300680272108843,0.2784365017615068,False,1
38,01059,1,,Holy Rosary,,1,Accessory,13.571369983400057,2.933333333333333,0.21614128396184512,True,1
