rank,canonical_id,card_index,option_index,name,subname,cycle,slot,p3_opportunity_weight,p4_choice_weight,p5_popularity,included_in_generated,generated_count
1,01012,1,,Heirloom of Hyperborea,Artifact from Another Life,1,Accessory,39.42348857464312,39.42348857464312,1.0,True,1
2,01013,1,,Dark Memory,,1,,39.42348857464312,39.42348857464312,1.0,True,1
3,06117,1,,Read the Signs,,6,,23.39951958050573,21.94385296011608,0.9377907475672118,True,2
4,06201,1,,Spectral Razor,,6,,23.39951958050573,20.90869261026185,0.8935522175284742,True,2
5,06117,2,,Read the Signs,,6,,23.39951958050573,20.410150336209373,0.8722465547204304,True,2
6,01000,1,,Random Basic Weakness,,1,,39.42348857464312,32.90045503222183,0.8345394134750201,False,0
7,10094,1,,Drain Essence,,11,,14.58712231052175,11.628816407515387,0.7971974293468065,True,2
8,06201,2,,Spectral Razor,,6,,23.39951958050573,18.52968386390616,0.7918830897427204,True,2
9,05032,1,,Deny Existence,,5,,28.451057285661353,19.84315085778408,0.69744862760459,True,2
10,10094,2,,Drain Essence,,11,,14.58712231052175,10.11839974084872,0.6936529032563384,True,2
11,01063,1,,Arcane Initiate,,1,Ally,39.42348857464312,26.47529928971256,0.6715615549746469,True,2
12,01065,1,,Ward of Protection,,1,,39.42348857464312,25.631425082579625,0.6501561888428503,True,2
13,01065,2,,Ward of Protection,,1,,39.42348857464312,24.59571079686534,0.623884686163596,True,2
14,01063,2,,Arcane Initiate,,1,Ally,39.42348857464312,24.523168653908456,0.6220446119951334,True,2
15,05313,1,,Hallowed Mirror,,5,Accessory,28.451057285661353,16.289444569036405,0.5725426793627769,True,1
16,05032,2,,Deny Existence,,5,,28.451057285661353,16.148824931442842,0.567600169276713,True,2
17,03153,1,,Storm of Spirits,,3,,36.02366398030322,17.662751967146306,0.4903097024445883,True,1
18,11066,1,,Breath of the Sleeper,,12,Arcane,5.683697764820214,2.307604470359572,0.4060040779512783,True,2
19,11071,1,,Spectral Shield,,12,,5.683697764820214,2.307604470359572,0.4060040779512783,True,2
20,11071,2,,Spectral Shield,,12,,5.683697764820214,2.307604470359572,0.4060040779512783,True,2
21,01089,1,,Guts,,1,,39.42348857464312,14.854484730122484,0.3767927514075142,True,2
22,01089,2,,Guts,,1,,39.42348857464312,14.854484730122484,0.3767927514075142,True,2
23,07032,1,,Promise of Power,,8,,35.304129035730355,12.693513119533527,0.35954755056233695,True,1
24,07029,1,,Sword Cane,,8,Hand,35.304129035730355,11.971547349098367,0.33909765446931966,True,1
25,07032,2,,Promise of Power,,8,,35.304129035730355,11.550655976676385,0.327175780628557,False,1
26,11067,1,,Eyes of the Dreamer,,12,Arcane,5.683697764820214,1.839067055393586,0.3235687630641914,True,1
27,60416,1,,Voice of Ra,,7,,33.79956563256678,10.179914156138643,0.301184762751212,False,0
28,60412,1,,Robes of Endless Night,,7,Body,33.79956563256678,9.753173060607462,0.2885591242986277,True,1
29,04109,1,,Arcane Research,,4,,40.42904883338863,11.604679300291545,0.2870381479444487,False,0
30,04109,2,,Arcane Research,,4,,40.42904883338863,11.604679300291545,0.2870381479444487,False,0
31,01088,1,,Emergency Cache,,1,,39.42348857464312,10.554001803185475,0.26770846986823293,False,0
32,01088,2,,Emergency Cache,,1,,39.42348857464312,10.554001803185475,0.26770846986823293,False,0
33,03153,2,,Storm of Spirits,,3,,36.02366398030322,8.651049667178698,0.24014907733729868,False,1
34,08125,1,,In the Thick of It,,9,,28.799365771223673,6.367044160214009,0.22108279087784494,False,0
35,60416,2,,Voice of Ra,,7,,33.79956563256678,7.192547781017169,0.21280000634348264,False,0
36,11066,2,,Breath of the Sleeper,,12,Arcane,5.683697764820214,1.1803449951409135,0.20767201986825737,True,2
37,05316,1,,Occult Lexicon,,5,Hand,28.451057285661353,5.897543046522639,0.20728730701670123,True,1
