resolution_kind,option_name,choice,weighted_total,weight_share,selected
signature_select,Showmanship,07012,44.380603900335934,1.0,True
signature_select,Showmanship,98017,0.0,0.0,False
signature_select,Occult Scraps,07013,44.380603900335934,1.0,True
signature_select,Occult Scraps,98018,0.0,0.0,False
