Investigator,Pack,Card_Code,Card,Index,Score,Mean,Slot,Faction,Decks,Recent Decks
"""Ashcan"" Pete",10-dwl,02014,Duke: Loyal Hound,1,0.999055992123718,0.9989234489151844,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01090,Perception,1,0.9923048832203852,0.6761059563515707,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01090,Perception,2,0.9904923068192987,0.6332582159266497,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",20-ptc,03039,Resourceful,1,0.9899021221104378,0.6012787560543558,,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",20-ptc,03039,Resourceful,2,0.9891374342208256,0.5888027810926756,,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",00-core,01080,Lucky!,1,0.9886705176157223,0.6243302290396602,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01080,Lucky!,2,0.9874527154670948,0.6015021067190645,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01091,Overpower,1,0.9829723469046732,0.5700321124150322,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",33-hote,04201,Take Heart,1,0.9782719058823873,0.49896328596684597,,Survivor,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",00-core,01091,Overpower,2,0.9756175287227395,0.4924633076752679,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",14-uau,02234,Dark Horse,1,0.9682619053824354,0.4584570830017902,,Survivor,34.18777918583034,21.800012881815476
"""Ashcan"" Pete",40-tcu,05036,Track Shoes,1,0.9636667560176421,0.4215713180636943,,Survivor,33.90539681163102,21.800012881815476
"""Ashcan"" Pete",33-hote,04201,Take Heart,2,0.9636253046860497,0.3994000880238131,,Survivor,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",53-dsm,06203,Moonstone,1,0.9612817402189264,0.4123097513588997,Accessory,Survivor,33.30426653981768,21.800012881815476
"""Ashcan"" Pete",00-core,01088,Emergency Cache,1,0.9581210711657333,0.3994048487160604,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",100-fhvp,10116,Long Shot,1,0.9572535298450052,0.75,,Survivor,4.800012881815477,21.800012881815476
"""Ashcan"" Pete",100-fhvp,10116,Long Shot,2,0.9572535298450052,0.75,,Survivor,4.800012881815477,21.800012881815476
"""Ashcan"" Pete",00-core,01093,Unexpected Courage,1,0.957194525210435,0.394194730403733,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01093,Unexpected Courage,2,0.956770592111387,0.391528575921799,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",100-fhvp,10023,Wolf Mask: The Moon's Sire,1,0.9564841189664578,0.75,,Guardian,4.800012881815477,21.800012881815476
"""Ashcan"" Pete",60-ste,60513,A Test of Will,1,0.9524850284979411,0.35340746354251334,,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",80-eoep,08125,In the Thick of It,1,0.9517561032907159,0.3669553367268934,,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",00-core,01088,Emergency Cache,2,0.9511031244332324,0.36770109768371817,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",90-tskp,09099,Pocket Multi Tool,1,0.9488976138136769,0.37614671444960096,Hand,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",52-tsh,06165,Scrounge for Supplies,1,0.9479580457174159,0.33339138198071666,,Survivor,33.60367955261648,21.800012881815476
"""Ashcan"" Pete",52-tsh,06165,Scrounge for Supplies,2,0.9464257117243132,0.3257541312786242,,Survivor,33.60367955261648,21.800012881815476
"""Ashcan"" Pete",53-dsm,06203,Moonstone,2,0.9451779078070212,0.3360977060275566,Accessory,Survivor,33.30426653981768,21.800012881815476
"""Ashcan"" Pete",54-pnr,06245,A Glimmer of Hope,1,0.9430848123430422,0.33076624016677847,,Survivor,32.79098708930546,21.800012881815476
"""Ashcan"" Pete",54-pnr,06245,A Glimmer of Hope,2,0.9430848123430422,0.33076624016677847,,Survivor,32.79098708930546,21.800012881815476
"""Ashcan"" Pete",00-core,01089,Guts,1,0.9385734696132616,0.3335934790140223,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",10-dwl,02033,Peter Sylvestre: Big Man on Campus,1,0.9335999428737941,0.3181007788563225,Ally,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",54-pnr,06245,A Glimmer of Hope,3,0.9334396853942708,0.3002700554292918,,Survivor,32.79098708930546,21.800012881815476
"""Ashcan"" Pete",10-dwl,02032,Fire Axe,1,0.9299246506068704,0.32562491264976007,Hand,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08071,Short Supply,1,0.927839721786121,0.28055892785719727,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",00-core,01089,Guts,2,0.9240082495487996,0.2873160730675558,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",14-uau,02234,Dark Horse,2,0.9238507441627761,0.29947804855985755,,Survivor,34.18777918583034,21.800012881815476
"""Ashcan"" Pete",10-dwl,02033,Peter Sylvestre: Big Man on Campus,2,0.9231536178893567,0.2797736967550943,Ally,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",10-dwl,02032,Fire Axe,2,0.9173156219933902,0.28405571256233325,Hand,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",23-apot,03198,Madame Labranche: Mysterious Benefactress,1,0.9149789270360745,0.2715006090715955,Ally,Survivor,34.16150260298505,21.800012881815476
"""Ashcan"" Pete",00-core,01092,Manual Dexterity,1,0.9149325244458367,0.2547500998751245,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01092,Manual Dexterity,2,0.9097566474131071,0.23921958809975497,,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",23-apot,03198,Madame Labranche: Mysterious Benefactress,2,0.9062108365323437,0.245396570946447,Ally,Survivor,34.16150260298505,21.800012881815476
"""Ashcan"" Pete",21-eotp,03118,Reckless Assault,1,0.9060193365797011,0.24004556827680537,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",33-hote,04200,Live and Learn,1,0.9059673528408456,0.2581311386264465,,Survivor,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",21-eotp,03117,Desperate Search,1,0.9059407963557563,0.239980046701261,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",21-eotp,03118,Reckless Assault,2,0.9050808452166842,0.2373306982529734,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",60-ste,60513,A Test of Will,2,0.903891383271007,0.24068002054232537,,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",00-core,01079,"""Look what I found!""",1,0.9038719036192486,0.28671676916599076,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",21-eotp,03117,Desperate Search,2,0.902864004422798,0.23191029194180063,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",90-tskp,09099,Pocket Multi Tool,2,0.8984022405113276,0.2385321168682181,Hand,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09104,End of the Road,1,0.8975464008175097,0.2385321168682181,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",00-core,01079,"""Look what I found!""",2,0.894523484805279,0.25859765262923606,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01072,Leather Coat,1,0.8940223674936143,0.23142017951903737,Body,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",21-eotp,03119,Run For Your Life,1,0.8730085417741026,0.1866890401311015,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",33-hote,04200,Live and Learn,2,0.868614044140542,0.2050851776211035,,Survivor,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",90-tskp,09104,End of the Road,2,0.8662014840458477,0.19266058434109046,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",21-eotp,03119,Run For Your Life,2,0.8661623389541993,0.1761343051159349,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",00-core,01025,Vicious Blow,1,0.8588272086016966,0.17386687482806754,,Guardian,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",60-ste,60511,Scrapper,1,0.8583967470910024,0.1657885065590829,,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",40-tcu,05036,Track Shoes,2,0.8567510363130789,0.1591371104263189,,Survivor,33.90539681163102,21.800012881815476
"""Ashcan"" Pete",24-tpm,03228,Inspiring Presence,1,0.8481904216653502,0.17372737859036916,,Guardian,34.146584961790715,21.800012881815476
"""Ashcan"" Pete",00-core,01072,Leather Coat,2,0.8440746348046966,0.1613311583626574,Body,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",60-ste,60508,Granny Orne: Tough Old Bird,1,0.8412557880103978,0.15197590784808768,Ally,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",24-tpm,03228,Inspiring Presence,2,0.8370167207169786,0.15940038135573908,,Guardian,34.146584961790715,21.800012881815476
"""Ashcan"" Pete",00-core,01025,Vicious Blow,2,0.8341587833863102,0.14428893007941082,,Guardian,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01077,Dig Deep,1,0.8246740031099975,0.13250812022068867,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01075,Rabbit's Foot,1,0.8237318226327999,0.16168444703754759,Accessory,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01030,Magnifying Glass,1,0.8201009031526847,0.1537498902556738,Hand,Seeker,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08059,Down the Rabbit Hole,1,0.8168748019955968,0.13668303668610152,,Mystic,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",90-tskp,09100,Makeshift Trap,1,0.8061578848624272,0.1376145975813829,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09100,Makeshift Trap,2,0.8061578848624272,0.1376145975813829,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09101,Grizzled,1,0.8061578848624272,0.1376145975813829,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09101,Grizzled,2,0.8061578848624272,0.1376145975813829,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",00-core,01087,Flashlight,1,0.8059260763465615,0.12735857450643415,Hand,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01087,Flashlight,2,0.7997095978996807,0.12078273666942566,Hand,Neutral,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",60-ste,60508,Granny Orne: Tough Old Bird,2,0.7980030277501559,0.11950993406225877,Ally,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",20-ptc,03024,Fieldwork,1,0.7907317923228501,0.11357883502730788,,Seeker,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",00-core,01081,Survival Instinct,1,0.788250401773697,0.11337237298495441,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",13-bota,02188,Lone Wolf,1,0.7864237436402695,0.1108645460599942,,Rogue,34.18998786892913,21.800012881815476
"""Ashcan"" Pete",21-eotp,03116,Say Your Prayers,1,0.7863342519247326,0.12483306018550021,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",70-tic,07028,Faustian Bargain,1,0.7828830872128315,0.11141612291674026,,Rogue,30.904622977345017,21.800012881815476
"""Ashcan"" Pete",71-itd,07121,Mariner's Compass,1,0.7801699496812702,0.11839963609224112,Hand,Survivor,29.797907795022553,21.800012881815476
"""Ashcan"" Pete",100-fhvp,10023,Wolf Mask: The Moon's Sire,2,0.7703060723346834,0.25,,Guardian,4.800012881815477,21.800012881815476
"""Ashcan"" Pete",100-fhvp,10111,Sparrow Mask: The Wanderer's Companion,1,0.7689254186669574,0.25,,Survivor,4.800012881815477,21.800012881815476
"""Ashcan"" Pete",00-core,01030,Magnifying Glass,2,0.7685567898305853,0.10650925688222199,Hand,Seeker,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01081,Survival Instinct,2,0.766751993257731,0.09657341050821389,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",30-tfa,04037,Backpack,1,0.7660560660325458,0.09697175838780833,Body,Neutral,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",33-hote,04203,Trench Coat,1,0.7639580123920342,0.09578436721309919,Body,Neutral,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",70-tic,07023,Deep Knowledge,1,0.763845066380926,0.09707285548182173,,Seeker,30.904622977345017,21.800012881815476
"""Ashcan"" Pete",15-wda,02270,A Chance Encounter,1,0.7612151797933876,0.09902948968223708,,Survivor,34.17957550574909,21.800012881815476
"""Ashcan"" Pete",00-core,01048,Leo De Luca: The Louisiana Lion,1,0.7609751890298112,0.0939367572804098,Ally,Rogue,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08074,Jury-Rig,1,0.7597430778781176,0.10432603998192488,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08127,Sled Dog,1,0.758988487180028,0.11156055108887855,Ally,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08127,Sled Dog,2,0.758988487180028,0.11156055108887855,Ally,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",15-wda,02272,Fine Clothes,1,0.7563555389745537,0.09529380036284696,Body,Neutral,34.17957550574909,21.800012881815476
"""Ashcan"" Pete",00-core,01048,Leo De Luca: The Louisiana Lion,2,0.7554133199378953,0.09007352638920525,Ally,Rogue,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01077,Dig Deep,2,0.7546712811584684,0.08908060409391598,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",30-tfa,04037,Backpack,2,0.7537117798814685,0.08848714024235024,Body,Neutral,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",21-eotp,03116,Say Your Prayers,2,0.7428853439267133,0.09559505722303809,,Neutral,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",80-eoep,08127,Sled Dog,3,0.7419518841507571,0.10076099998016654,Ally,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08127,Sled Dog,4,0.7419518841507571,0.10076099998016654,Ally,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08072,Schoffner's Catalogue,1,0.7411734462230594,0.09352648887321287,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",00-core,01076,Stray Cat,1,0.7360832680840356,0.09390667921076694,Ally,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08105,Ice Pick (1),1,0.7356787695824717,0.08631309562577727,Hand,Seeker,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08105,Ice Pick (1),2,0.7356787695824717,0.08631309562577727,Hand,Seeker,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",30-tfa,04034,Dumb Luck,1,0.7352452569676369,0.08827182221783425,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",90-tskp,09103,Improvised Shield,1,0.731537636509794,0.09174306505425527,Hand,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09103,Improvised Shield,2,0.731537636509794,0.09174306505425527,Hand,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09082,Ceremonial Sickle,1,0.731537636509794,0.09174306505425527,Hand,Mystic,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09082,Ceremonial Sickle,2,0.731537636509794,0.09174306505425527,Hand,Mystic,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09105,Exploit Weakness,1,0.731537636509794,0.09174306505425527,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09105,Exploit Weakness,2,0.731537636509794,0.09174306505425527,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09064,Thieves' Kit,1,0.731139083254159,0.09174306505425527,Hand,Rogue,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",30-tfa,04036,Last Chance,1,0.7244745989719966,0.08500687312350452,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",30-tfa,04036,Last Chance,2,0.7243175566573085,0.08486854720262939,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",22-tuo,03158,Calling in Favors,1,0.7220892308249857,0.0987237799213499,,Neutral,34.16647515004983,21.800012881815476
"""Ashcan"" Pete",80-eoep,08072,Schoffner's Catalogue,2,0.7201142199844204,0.08272693776450085,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",22-tuo,03158,Calling in Favors,2,0.7083949425726255,0.08867199770143597,,Neutral,34.16647515004983,21.800012881815476
"""Ashcan"" Pete",13-bota,02192,Rise to the Occasion,1,0.7047380199136197,0.08069833103535887,,Survivor,34.18998786892913,21.800012881815476
"""Ashcan"" Pete",13-bota,02192,Rise to the Occasion,2,0.7017886767663488,0.07882238138248909,,Survivor,34.18998786892913,21.800012881815476
"""Ashcan"" Pete",20-ptc,03037,Gravedigger's Shovel,1,0.7011435041025418,0.0728129344219985,Hand,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",00-core,01075,Rabbit's Foot,2,0.6992132842129277,0.09607023337165796,Accessory,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08094,Sledgehammer,1,0.6986667523231141,0.07916189776274249,Hand x2,Guardian,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",80-eoep,08019,Geared Up,1,0.6950978126946182,0.07192738665578884,,Guardian,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",45-icc,05281,Trial by Fire,1,0.6947198036390813,0.06942788017352272,,Survivor,33.786756487787635,21.800012881815476
"""Ashcan"" Pete",10-dwl,02034,Bait and Switch,1,0.6944404222267556,0.0683736488933019,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01021,Guard Dog,1,0.6914680768095002,0.07985153945040631,Ally,Guardian,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",30-tfa,04034,Dumb Luck,2,0.691166486988714,0.0666476827896553,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",41-tsn,05117,Tennessee Sour Mash,1,0.6893739728220215,0.06665803955796894,,Rogue,33.8597659178451,21.800012881815476
"""Ashcan"" Pete",00-core,01021,Guard Dog,2,0.6862327566089756,0.07677070116328213,Ally,Guardian,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",31-tof,04112,Stunning Blow,1,0.6855973798026166,0.07355570132324475,,Survivor,34.06583311967791,21.800012881815476
"""Ashcan"" Pete",60-ste,60511,Scrapper,2,0.6837855445310012,0.06377906836167843,,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",20-ptc,03038,Hiding Spot,1,0.6831307579912654,0.06379345873280222,,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",15-wda,02270,A Chance Encounter,2,0.6802341583466354,0.06703957852748818,,Survivor,34.17957550574909,21.800012881815476
"""Ashcan"" Pete",41-tsn,05117,Tennessee Sour Mash,2,0.6787907878947924,0.06186317882187716,,Rogue,33.8597659178451,21.800012881815476
"""Ashcan"" Pete",10-dwl,02034,Bait and Switch,2,0.6776536092612457,0.06138660535713194,,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",00-core,01039,Deduction,1,0.6761068979970133,0.0653472053668406,,Seeker,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",33-hote,04203,Trench Coat,2,0.6749514548987992,0.05984866575851055,Body,Neutral,34.032802115080024,21.800012881815476
"""Ashcan"" Pete",80-eoep,08074,Jury-Rig,2,0.6742611279793239,0.06836234665403047,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",00-core,01046,Pickpocketing,1,0.6741737635784862,0.05977619146253228,,Rogue,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",80-eoep,08073,Bandages,1,0.6735253860933496,0.06836234665403047,,Survivor,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",20-ptc,03038,Hiding Spot,2,0.6722771625639881,0.05896135452656499,,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",00-core,01046,Pickpocketing,2,0.6713425051859324,0.05851627612587814,,Rogue,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",60-ste,60507,Old Keyring,1,0.6703537513420316,0.06627310578163258,Hand,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",60-ste,60507,Old Keyring,2,0.6703537513420316,0.06627310578163258,Hand,Survivor,31.93552133845176,21.800012881815476
"""Ashcan"" Pete",00-core,01076,Stray Cat,2,0.6675802129545912,0.06354621584752364,Ally,Survivor,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",35-tdoy,04272,Winging It,1,0.6664540306219423,0.06899581572734821,,Survivor,33.98089625071191,21.800012881815476
"""Ashcan"" Pete",35-tdoy,04272,Winging It,2,0.663289053584824,0.06732047932802768,,Survivor,33.98089625071191,21.800012881815476
"""Ashcan"" Pete",71-itd,07121,Mariner's Compass,2,0.6613778636636259,0.06255581239696015,Hand,Survivor,29.797907795022553,21.800012881815476
"""Ashcan"" Pete",70-tic,07037,Tempt Fate,1,0.6533954835822696,0.05895311508257968,,Neutral,30.904622977345017,21.800012881815476
"""Ashcan"" Pete",70-tic,07037,Tempt Fate,2,0.6533954835822696,0.05895311508257968,,Neutral,30.904622977345017,21.800012881815476
"""Ashcan"" Pete",31-tof,04112,Stunning Blow,2,0.6531084587373078,0.061082795746001624,,Survivor,34.06583311967791,21.800012881815476
"""Ashcan"" Pete",41-tsn,05114,Meat Cleaver,1,0.6503310263546447,0.05978215914171111,Hand,Survivor,33.8597659178451,21.800012881815476
"""Ashcan"" Pete",41-tsn,05114,Meat Cleaver,2,0.6469098481152619,0.05824938226351904,Hand,Survivor,33.8597659178451,21.800012881815476
"""Ashcan"" Pete",80-eoep,08128,Rod of Animalism (1),1,0.6445917512724656,0.05756279554531845,Accessory,Neutral,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",90-tskp,09101,Grizzled ,1,0.64446123160522,0.05504598675970757,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09101,Grizzled ,2,0.64446123160522,0.05504598675970757,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09109,At a Crossroads (1),1,0.6438111235318411,0.05504598675970757,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",20-ptc,03036,Lantern,1,0.6412102502138166,0.055034876309497605,Hand,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",20-ptc,03036,Lantern,2,0.637493598776004,0.053552488980785996,Hand,Survivor,34.17642024417938,21.800012881815476
"""Ashcan"" Pete",12-tece,02155,Newspaper,1,0.6330824497874473,0.054408532567527694,Hand,Survivor,34.192827604341865,21.800012881815476
"""Ashcan"" Pete",30-tfa,04033,Improvised Weapon,1,0.631979883867122,0.055249713959622505,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",24-tpm,03231,Eureka!,1,0.6299794618475778,0.05093558554617775,,Seeker,34.146584961790715,21.800012881815476
"""Ashcan"" Pete",31-tof,04111,Perseverance,1,0.6280434433505099,0.05629944540975869,,Survivor,34.06583311967791,21.800012881815476
"""Ashcan"" Pete",30-tfa,04033,Improvised Weapon,2,0.6266947768045559,0.05289836085976664,,Survivor,34.113020269103465,21.800012881815476
"""Ashcan"" Pete",00-core,01065,Ward of Protection,1,0.6259535791717932,0.05101340549033724,,Mystic,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",42-wos,05158,Sixth Sense,1,0.6207726454945577,0.048875357058463735,Arcane,Mystic,33.82326120281637,21.800012881815476
"""Ashcan"" Pete",00-core,01039,Deduction,2,0.6194533729719307,0.045946131398587185,,Seeker,34.199769179795226,21.800012881815476
"""Ashcan"" Pete",90-tskp,09064,Thieves' Kit,2,0.6140889500958198,0.04587153252712763,Hand,Rogue,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09107,Predator or Prey,1,0.6136903968401847,0.04587153252712763,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09107,Predator or Prey,2,0.6136903968401847,0.04587153252712763,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09120,Tool Belt,1,0.6136903968401847,0.04587153252712763,Body,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09120,Tool Belt,2,0.6136903968401847,0.04587153252712763,Body,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09083,Dowsing Rod,1,0.6136903968401847,0.04587153252712763,Hand,Mystic,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09083,Dowsing Rod,2,0.6136903968401847,0.04587153252712763,Hand,Mystic,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09119,Hyperphysical Shotcaster: Theoretical Device,1,0.6136903968401847,0.04587153252712763,Hand,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09119,Hyperphysical Shotcaster: Theoretical Device,2,0.6136903968401847,0.04587153252712763,Hand,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09106,Making Preparations,1,0.6136903968401847,0.04587153252712763,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09106,Making Preparations,2,0.6136903968401847,0.04587153252712763,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09119,Hyperphysical Shotcaster: Theoretical Device 0 (2),1,0.6136903968401847,0.04587153252712763,Hand,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09119,Hyperphysical Shotcaster: Theoretical Device 0 (2),2,0.6136903968401847,0.04587153252712763,Hand,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",21-eotp,03115,Plucky (1),1,0.6136512047948115,0.0439080831608113,,Survivor,34.16896142358222,21.800012881815476
"""Ashcan"" Pete",90-tskp,09099,Pocket Multi Tool ,1,0.6130813249592676,0.04587153252712763,Hand,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09121,Refine,1,0.6130813249592676,0.04587153252712763,,Neutral,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09112,Gumption (1),1,0.6130813249592676,0.04587153252712763,,Survivor,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",90-tskp,09063,Embezzled Treasure,1,0.6130813249592676,0.04587153252712763,,Rogue,21.800012881815476,21.800012881815476
"""Ashcan"" Pete",41-tsn,05119,Grisly Totem,1,0.6120289915455527,0.046977584673483515,Accessory,Survivor,33.8597659178451,21.800012881815476
"""Ashcan"" Pete",80-eoep,08118,Enchanted Bow (2),1,0.6109927564151705,0.046763244436606434,Hand x2. Arcane,Mystic,27.805820466842118,21.800012881815476
"""Ashcan"" Pete",42-wos,05158,Sixth Sense,2,0.6106302196876974,0.04525759906160516,Arcane,Mystic,33.82326120281637,21.800012881815476
"""Ashcan"" Pete",22-tuo,03155,Fight or Flight,1,0.6103687805934934,0.046503950079810646,,Survivor,34.16647515004983,21.800012881815476
"""Ashcan"" Pete",41-tsn,05119,Grisly Totem,2,0.6028634691699309,0.0436425022151194,Accessory,Survivor,33.8597659178451,21.800012881815476
